Channels,1
Samples,48000
Date,27/02/2017
Time,16:43:51
Y_Unit_Label,Voltage (V)
X_Dimension,Time (s)
X0,43:51.6
Delta_X,2.08E-05
***End_of_Header***,
X_Value,27/02/2017 16:43:50 - Voltage - Dev1_ai1
0,-0.004152
2.08E-05,0.002211
4.17E-05,-0.006697
6.25E-05,-0.001607
8.33E-05,-0.002879
0.000104,-0.002879
0.000125,-0.002879
0.000146,-0.004152
0.000167,-0.001607
0.000187,0.003484
0.000208,-0.004152
0.000229,-0.002879
0.00025,-0.006697
0.000271,-0.002879
0.000292,-0.001607
0.000312,-0.002879
0.000333,-0.006697
0.000354,-0.001607
0.000375,-0.000334
0.000396,-0.002879
0.000417,-0.006697
0.000437,-0.006697
0.000458,-0.001607
0.000479,-0.000334
0.0005,-0.002879
0.000521,-0.004152
0.000542,-0.006697
0.000562,0.002211
0.000583,-0.000334
0.000604,-0.004152
0.000625,-0.005424
0.000646,-0.001607
0.000667,0.000939
0.000687,-0.006697
0.000708,-0.004152
0.000729,-0.004152
0.00075,-0.001607
0.000771,-0.000334
0.000792,-0.00797
0.000812,-0.004152
0.000833,-0.004152
0.000854,-0.000334
0.000875,0.000939
0.000896,-0.000334
0.000917,-0.004152
0.000937,-0.001607
0.000958,-0.005424
0.000979,-0.004152
0.001,0.000939
0.001021,-0.000334
0.001042,-0.005424
0.001062,-0.006697
0.001083,-0.004152
0.001104,0.000939
0.001125,-0.001607
0.001146,-0.006697
0.001167,-0.00797
0.001187,-0.000334
0.001208,-0.002879
0.001229,-0.00797
0.00125,-0.006697
0.001271,-0.004152
0.001292,-0.002879
0.001312,-0.002879
0.001333,-0.004152
0.001354,-0.004152
0.001375,-0.000334
0.001396,-0.004152
0.001417,-0.002879
0.001437,0.002211
0.001458,-0.006697
0.001479,-0.002879
0.0015,-0.004152
0.001521,-0.004152
0.001542,-0.00797
0.001562,0.000939
0.001583,-0.004152
0.001604,-0.002879
0.001625,-0.00797
0.001646,-0.000334
0.001667,0.002211
0.001687,-0.004152
0.001708,-0.004152
0.001729,0.004757
0.00175,-0.002879
0.001771,-0.002879
0.001792,-0.004152
0.001812,-0.005424
0.001833,0.000939
0.001854,-0.004152
0.001875,-0.006697
0.001896,-0.001607
0.001917,-0.001607
0.001937,-0.000334
0.001958,-0.000334
0.001979,-0.002879
0.002,-0.001607
0.002021,-0.002879
0.002042,-0.002879
0.002062,-0.006697
0.002083,-0.005424
0.002104,-0.001607
0.002125,-0.006697
0.002146,-0.00797
0.002167,-0.005424
